timestamp_utc,epoch_s,humidity_percent,temperature_c
2026-04-02T09:28:27.278745+00:00,1775122107.279,53,20.6
2026-04-02T09:28:28.284617+00:00,1775122108.285,53,20.7
2026-04-02T09:28:29.541333+00:00,1775122109.541,53,20.7
2026-04-02T09:28:30.544373+00:00,1775122110.544,53,20.7
2026-04-02T09:28:31.799664+00:00,1775122111.800,53,20.7
2026-04-02T09:28:32.803568+00:00,1775122112.804,53,20.7
2026-04-02T09:28:34.059236+00:00,1775122114.059,53,20.7
2026-04-02T09:28:35.063186+00:00,1775122115.063,53,20.7
2026-04-02T09:28:36.319195+00:00,1775122116.319,53,20.7
2026-04-02T09:28:37.323259+00:00,1775122117.323,53,20.7
2026-04-02T09:28:38.579203+00:00,1775122118.579,53,20.7
2026-04-02T09:28:39.583363+00:00,1775122119.583,53,20.7
2026-04-02T09:28:40.839496+00:00,1775122120.840,53,20.7
2026-04-02T09:28:41.843268+00:00,1775122121.843,53,20.6
2026-04-02T09:28:43.099318+00:00,1775122123.099,53,20.6
2026-04-02T09:28:44.103476+00:00,1775122124.103,53,20.7
2026-04-02T09:28:45.361026+00:00,1775122125.361,53,20.7
2026-04-02T09:28:46.366011+00:00,1775122126.366,53,20.7
2026-04-02T09:28:47.623070+00:00,1775122127.623,53,20.7
2026-04-02T09:28:48.626953+00:00,1775122128.627,53,20.7
2026-04-02T09:28:49.884601+00:00,1775122129.885,53,20.7
2026-04-02T09:28:50.889083+00:00,1775122130.889,53,20.7
2026-04-02T09:28:52.144600+00:00,1775122132.145,53,20.7
2026-04-02T09:28:53.149076+00:00,1775122133.149,53,20.7
2026-04-02T09:28:54.404717+00:00,1775122134.405,53,20.7
2026-04-02T09:28:55.409066+00:00,1775122135.409,53,20.7
2026-04-02T09:28:56.664713+00:00,1775122136.665,53,20.7
2026-04-02T09:28:57.669246+00:00,1775122137.669,53,20.7
2026-04-02T09:28:58.924596+00:00,1775122138.925,53,20.7
2026-04-02T09:28:59.929173+00:00,1775122139.929,53,20.7
2026-04-02T09:29:01.186679+00:00,1775122141.187,53,20.7
2026-04-02T09:29:02.191719+00:00,1775122142.192,53,20.7
2026-04-02T09:29:03.448911+00:00,1775122143.449,53,20.7
2026-04-02T09:29:04.452804+00:00,1775122144.453,53,20.7
2026-04-02T09:29:05.710233+00:00,1775122145.710,53,20.7
2026-04-02T09:29:06.714019+00:00,1775122146.714,53,20.7
2026-04-02T09:29:07.969710+00:00,1775122147.970,53,20.7
2026-04-02T09:29:08.973610+00:00,1775122148.974,53,20.7
2026-04-02T09:29:10.229772+00:00,1775122150.230,53,20.7
2026-04-02T09:29:11.233729+00:00,1775122151.234,53,20.7
2026-04-02T09:29:12.489686+00:00,1775122152.490,53,20.7
2026-04-02T09:29:13.493884+00:00,1775122153.494,53,20.7
2026-04-02T09:29:14.753107+00:00,1775122154.753,53,20.7
2026-04-02T09:29:15.757011+00:00,1775122155.757,53,20.7
2026-04-02T09:29:17.012903+00:00,1775122157.013,53,20.7
2026-04-02T09:29:18.017071+00:00,1775122158.017,53,20.7
2026-04-02T09:29:19.274410+00:00,1775122159.274,53,20.7
2026-04-02T09:29:20.279501+00:00,1775122160.280,53,20.7
2026-04-02T09:29:21.536727+00:00,1775122161.537,53,20.7
2026-04-02T09:29:22.540606+00:00,1775122162.541,53,20.6
2026-04-02T09:29:23.798028+00:00,1775122163.798,53,20.6
